//Pointer=Name	GameType	comment(address)
0006544C=efxExcalibur	{J}	//08601490
0006655C=efxOura	{J}	//08601808
00067A2C=efxDancepara	{J}	//08601CC0
00067BCC=efxIvaldi	{J}	//08601CD8
00066D10=efxIvaldiBG1	{J}	//08601978
00067E90=efxIvaldiBG2	{J}	//08601D38
00067F54=efxIvaldiBG3	{J}	//08601D64
00068038=efxIvaldiBG4	{J}	//08601E00
0006884C=efxIvaldiWOUT	{J}	//08601E94
0006983C=efxStone	{J}	//08602470
00069B00=efxEvilEye	{J}	//08602550
00069EE4=efxNaglfar	{J}	//08602700
0006A138=efxNaglfarBG	{J}	//08602718
0006A204=efxNaglfarBG2	{J}	//08602738
0006A2D4=efxNaglfarBG3	{J}	//08602810
0006A2D4=efxNaglfarBG4	{J}	//08602810
0006A66C=efxNaglfarOBJRockGyre	{J}	//086028B8
0006A95C=efxNaglfarBlack	{J}	//086028D0
0006AEDC=efxDarkGrado	{J}	//08602968
0006C220=efxCrimsonEye	{J}	//08602DB4
0006D250=efxDarkLongMons	{J}	//08602FF0
0006D854=efxGorgon	{J}	//0860315C
0006E968=efxDamageMojiEffect	{J}	//08603394
0006E9C4=efxDamageMojiEffectOBJ	{J}	//086033AC
0006EAF8=efxCriticalEffectBG	{J}	//086033DC
0006EB58=efxCriticalEffectBGCOL	{J}	//086033F4
0006EC8C=efxNormalEffectBG	{J}	//0860342C
0006ED28=efxPierceCriticalEffect	{J}	//0860346C
00070348=efxChillEffect	{J}	//086038F4
000703D8=efxChillEffectBG	{J}	//0860390C
0006EB58=efxChillEffectBGCOL	{J}	//086033F4
00070520=efxChillAnime	{J}	//08603950
0007096C=efxSkillType01BG	{J}	//08603A40
00070BC4=efxSkillCommonBG	{J}	//08603B18
00071148=efxOpFire	{J}	//08603B7C
000711B8=efxOpFireBG	{J}	//08603BA4
00071254=efxOpFireOBJ	{J}	//08603BEC
000712D8=efxOpThunder	{J}	//08603C04
0007134C=efxOpThunderBG	{J}	//08603C2C
0007140C=efxOpThunderBGCOL	{J}	//08603C4C
00071494=efxOpThunderOBJ	{J}	//08603C6C
00073C04=ekrsubAnimeEmulator	{J}	//087A8F64
00073ED0=efxSoundSE	{J}	//087A8F7C
00074F1C=ekrClasschg	{J}	//087A94F4
00075EA4=ekrLevelup	{J}	//087A9860
000773B0=ekrTriangle	{J}	//087A9AD8
000775F0=ekrPegasusKnight	{J}	//087A9AF0
000776DC=ekrPegasusKnightBG	{J}	//087A9B08
00078394=ekrPopup2	{J}	//087E1AE0
0007879C=ekrHenseiInitPROC	{J}	//087E1B48
000788A0=ekrHenseiEndPROC	{J}	//087E1B78
00078EEC=ekrDragonBodyAnime	{J}	//0884892C
0007A560=efxSelfThunderBG	{J}	//08855DD8
0007AC90=MoveUnitStep	{J}	//08A12FC0
000B9980=MovingUnitGfx	{J}	//08A132D0
0007BA24=MoveUnitDeathBlend	{J}	//08A13308
0004CDC8=89A2CF8	{J}	//08A13380
0007C6E0=MuCtr	{J}	//08A13438
000065FC=MapAnimSteal	{J}	//085B909C
0007CC78=MapAnimEnd	{J}	//08A13C38
0007DF0C=MapAnimBattleInfoBox	{J}	//08A13D10
0007BDB0=MapAnim_ExpBar	{J}	//08A13398
0007DC18=MapAnimBattleWithMapEvents	{J}	//08A13EFC
0007EF64=WallBreakAnim	{J}	//08A13FAC
00012C34=PoisonEffect	{J}	//085BA34C
0007FBA0=MapAnimEffectAnimation	{J}	//08A1422C
00080AD4=UnlockEffect	{J}	//08A144F4
00081460=MapAnimLevelUp	{J}	//08A145FC
00081964=15FrameBG0Shaker	{J}	//08A146EC
00081B74=SomeStarRotationEffect	{J}	//08A14704
00081BC8=SomeNiceSpecialEffects	{J}	//08A149D4
000830A4=SummonGfx	{J}	//08A14D34
000835B4=MapAnimDefaultRound	{J}	//08A14DEC
00087650=GameOver	{J}	//08A600B0
00088F08=BG3HSlide	{J}	//08A7279C
0008A0B0=StatScreen	{J}	//08A72A90
0008B40C=HelpTextBubble	{J}	//08A72B88
0008FB44=UI1	{J}	//08A739C4
0008F47C=UI2	{J}	//08A73A4C
0008F448=SideWindowMaker	{J}	//08A73A7C
0008F484=PI	{J}	//08A73A9C
00090A54=ChapterStatusScreen	{J}	//08A73C0C
000943D0=bmenu	{J}	//08A934EC
000943E8=bmenu2	{J}	//08A9360C
00098748=AtMenu	{J}	//08A93FE8
00098978=PrepScreenTraineePromotion	{J}	//08A94238
00099948=MenuScroll	{J}	//08A9454C
000AD1F0=MaybeMapView	{J}	//08A9CA64
000AF030=SaveMenu	{J}	//08A9CFE4
000AF00C=SaveMenu2	{J}	//08A9D2D4
000AFDE4=SaveDraw	{J}	//08A9D5D4
000B0000=SaveDrawCursor	{J}	//08A9D604
000B0E98=NewGameDiffilcultySelect	{J}	//08A9D978
000B1DB8=ParallelWorker	{J}	//08A9DB6C
000B268C=SmallBrownNameBoxes	{J}	//08A9DCD4
000B2D30=FadeIn	{J}	//08A9DD0C
000B2D48=FadeOut	{J}	//08A9DD34
000B62B8=ClaimBonusItemMenu	{J}	//08A9E510
000B70A8=CfExplReWrite	{J}	//08AAF9EC
000B70A4=CfObj	{J}	//08AAFA0C
00022604=Config1	{J}	//08AAFA44
00033DD8=Config2	{J}	//08AAFAEC
000BE734=Config3	{J}	//08BABD6C
000B75E8=OpInfo	{J}	//08AAFC54
000B8E8C=Shop	{J}	//08ABC808
000BA30C=ArenaThing	{J}	//08ABCAD4
000BEEB4=WorldMap	{J}	//08AC1108
000BF5E8=GmapScreenVSync	{J}	//08AC17B4
000BFA64=GmapScreen	{J}	//08AC1844
000C0038=GmapUnitContainer	{J}	//08AC18BC
000C02C8=GmapUnitFade	{J}	//08AC18EC
000C0864=GmapScreen2	{J}	//08AC1924
000C0A34=GmapCursor	{J}	//08AC1954
000C1214=GmapRoute	{J}	//08AC1984
000C2A0C=WMapMUPrim	{J}	//08AC1C08
000C2A20=WMapMU	{J}	//08AC1C80
000C3F24=WMapPI	{J}	//08AC1E24
000C4010=WMapMoveCursor	{J}	//08AC1EB4
000C41A4=WMapScrollManage	{J}	//08AC1EEC
000C4564=WMapPalFade	{J}	//08AC1F1C
000C4914=WMapBaseEntry	{J}	//08AC1F54
000C4FD0=GmapMuEntry	{J}	//08AC1FE4
000C55E8=GmapTmConfront	{J}	//08AC20A4
000C606C=GmapEffectPa	{J}	//08AC23C0
000C6068=GmapEffect	{J}	//08AC23F8
000C64AC=GmapSogu	{J}	//08AC2430
000C69B0=GmapTimeMons	{J}	//08AC2468
000C6E10=GmapRMUpdate	{J}	//08AC24B0
000C6D20=GmapRMUpdate2	{J}	//08AC24D0
000C727C=GmapRM	{J}	//08AC2510
000C9640=Credits	{J}	//08B3B414
000D11C4=PromotionMain	{J}	//08BAB664
000D16A0=PromotionInit	{J}	//08BAB71C
000139A0=ccramifyEnd	{J}	//085C2478
000D2368=ccramifyEvent	{J}	//08BAB85C
000226BC=Guide	{J}	//08BABCB4
000BE734=Guide2	{J}	//08BABD6C
00021A8C=WarpIN	{J}	//085C3950
00021D9C=WarpIN	{U}	//0859B4D0
00098654=PrepScreenPickUnitsMenu	{J}	//08A94BD0
0009C24C=PrepScreenItemsMenu	{J}	//08A946E8
0009E120=ExChangeItem_ByUnit	{J}	//08A94D60
000A203C=ExChangeItem_ByList	{J}	//08A95168
000A0D90=ExChangeItem_ByConvoy	{J} //08A94F50
000A69F4=PrepSelectedUnit	{J}	//08A95C94
00090A84=StatusScreen	{J}	//状況	08A73CBC
00096370=PrepScreenPickUnitsMenu	{U}	//08A18E8C
00099F78=PrepScreenItemsMenu	{U}	//08A189A4
0009BE5C=ExChangeItem_ByUnit	{U}	//08A1901C
0009EAF0=ExChangeItem_ByList	{U}	//08A1920C
0009EAF0=ExChangeItem_ByConvoy	{U} //08A1920C
000A2C28=PrepSelectedUnit	{U}	//08A19880
0008E7B0=StatusScreen	{U}	//状況 08A01C04
00006DD8=Yeild	{J}	//085B9120
00006ED4=Yeild	{U}	//08591388
00091450=Serif	{J}	//08A73E74
0008F17C=Serif	{U}	//08A01DBC
00011658=NewItemGotProc	{J}	//085BA094
0001156C=NewItemGotProc	{U}	//085922D0
000AD49C=DrawBlueBarInPrepScreenMenu	{U}	//08A20C1C
000B1F3C=DrawBlueBarInPrepScreenMenu	{J}	//08A9DB84
005C2734=TerrainHealLoop	{J}	//5C6830
00013840=MapPaletteBightnessFade	{U}	//08599FD4
000138F8=MapPaletteBightnessFade	{J}	//
0000E98C=ConvoBackgroundFade	{U}	//08591E58
000107B4=EventDisplayCursor	{U}	//08591F08
0001BD4C=DebugMonitor	{U}	//0859AA5C
0059BB48=TradeMenu_859BB04	{U}	//0859BB04
0002D914=Trade_859BBD4	{U}	//0859BBD4
0059E2D4=StatusClearFx_GfxScroll	{U}	//0859E248
0059E2DC=StatusClearFx_BlendedSprite	{U}	//0859E260
0059E2E4=StatusClearFx_BlendFade	{U}	//0859E280
00035E08=StatusClearFx	{U}	//0859E2D0
00048258=SioMenu	{U}	//085A9E88
0000E5FC=BoxDialogue	{U}	//08A016E0
0008BA3C=BoxDialogueInterpreter	{U}	//08A01760
00095C28=UpdatePrepScreenMenuHelp	{U}	//08A1826C
000970C8=PrepScreenMenuDummyItem	{U}	//08A186DC
00096FCC=PrepScreenMenu	{U}	//08A186EC
0009CD10=PrepScreenItemUseScreen	{U}	//08A19064
00A190D8=StatScreenItemStatBoosterEffect	{U}	//08A191A4
000C542C=OP	Subtitle	{U}	//08AA21BC
0000E98C=ConvoBackgroundFade	{J}	//08591E58
000108FC=EventDisplayCursor	{J}	//085B9CEC
0001BA10=DebugMonitor	{J}	//085C2EDC
00035F08=StatusClearFx	{J}	//085C67F8
00048170=SioMenu	{J}	//085D3D90
0008C81C=BoxDialogue	{J}	//08A73798
0008DD4C=BoxDialogueInterpreter	{J}	//08A73818
00097F08=UpdatePrepScreenMenuHelp	{J}	//08A93FB8
000993AC=PrepScreenMenuDummyItem	{J}	//08A94420
00099358=PrepScreenMenu	{J}	//08A94430
0009EFA8=PrepScreenItemUseScreen	{J}	//08A94DA8
000114A8=PopupIconUpdater	{J}	//085BA00C
0003586C=BottomHelpText	{J}	//085C6698
000CA1E4=OP Subtitle	{J}	//08B3B54C
000BD050=ED Turn Record	{J}	//08AC1038
000B8184=ED Turn Record	{U}	//08A3D678
005B94B8=IntroSequence	{J}	//B3F7BC
000BB7E4=ED Characters	{J}	//08AC0B94
000B6CA4=ED Characters	{U}	//08A3D35C
00087ED8=Torch Staff Effect	{J}	//08A601C0
00085C0C=Torch Staff Effect	{U}	//089EE088
000B4B44=Sound Room	{J}	//08A9E2A0
000AFF2C=Sound Room	{U}	//08A21338
000B4410=Sound Room Sub Procs	{J}	//08A9E270
000AFAB0=Sound Room Sub Procs	{U}	//08A21308
00005EC8=BgFaceBlink	{U}	//08591204
00005DCC=BgFaceBlink	{J}	//085B8F9C
000B4B44=SoundRoomUI	{J}	//08A9E2A0
000CB38C=OPTitleLogoMain	{J}	//08B3F024
000CA63C=OPTitleLogoUI	{J}	//08B3EDD0
000A29BC=WorldmapItemSell	{J}	//08A9526C
0007DA84=MapAnimForSteelAnim	{J}	//08A13950
0007DADC=MapAnimForSummonAnim	{J} //08A13A20
0007FF1C=MapAnimForTourch	{J}	//08A142AC
000AFF2C=SoundRoomUI	{U}	//08A21338
000C6440=OPTitleLogoMain	{U}	//08AA6A50
000C586C=OPTitleLogoUI	{U}	//08AA67FC
000A0720=WorldmapItemSell	{U}	//08A19528
0007DBD8=MapAnimForTourch	{U}	//089A3C24
000B1148=SaveMenuCursol	{J}	//08A9DA84
000AC6A8=SaveMenuCursol	{U}	//08A20B1C
0008C424=DrawDialog	{J}	//08A73708
0008A114=DrawDialog	{U}	//08A01650
000789AC=ekrDragonTunkBegin	{J}	//0884887C
0007658C=ekrDragonTunkBegin	{U}	//087F4324
000799A4=ekrDragonTunkBG_Base	{J}	//08848A70
00077580=ekrDragonTunkBG_Base	{U}	//087F4518
00079880=ekrDragonTunkBG_Wipe	{J}	//08855D68
0007745C=ekrDragonTunkBG_Wipe	{U}	//08801810
00012D34=EventEarthquake	{J}	//085BA36C
00012C7C=EventEarthquake	{U}	//085925F0
000053CC=HiObjProc	{J}	//085B8D74
000054C4=HiObjProc	{U}	//08590FDC
000B31DC=TSAAnim2	{J}	//08A9DD64
000AE760=TSAAnim2	{U}	//08A20DFC
00012988=EVENT18_FadeColorBG	{J}	//085BA2E4
000128C4=EVENT18_FadeColorBG	{U}	//08592568
00012E6C=PlayAnimeByBrokenSacredStones	{J}	//085BA384
000128C4=PlayAnimeByBrokenSacredStones	{U}	//08592568
000BA320=ArenaAfter	{J}	//08ABCC34
000B579C=ArenaAfter	{U}	//08A3963C
